LogId,ServerIP,PlayerID,Start_Session,End_Session,Info
1179,183189977,4710,2024-12-10,2024-12-10,Completed quest session
1180,178566456,3110,2024-07-20,2024-07-20,Kicked - AFK
1181,173378064,3437,2023-05-22,2023-05-22,Trading session
1182,180655775,4218,2024-12-27,2024-12-28,Normal logout
1183,170674313,4020,2024-05-22,2024-05-23,PvP session
1184,177055466,120,2024-11-16,2024-11-18,PvP session
1185,167787554,654,2022-10-10,2022-10-12,Kicked - AFK
1186,176999855,1942,2024-10-17,2024-10-19,Crash recovery
1187,183544940,1221,2024-12-19,2024-12-20,Trading session
1188,176467761,2118,2024-10-07,2024-10-09,Trading session
1189,183366132,2756,2023-11-28,2023-11-29,Completed quest session
1190,177483641,4040,2024-09-09,2024-09-09,Server restart
1191,170291359,618,2024-07-31,2024-07-31,Crash recovery
1192,173457825,29,2024-10-28,2024-10-29,Kicked - AFK
1193,174460611,3726,2024-10-07,2024-10-07,Server restart
1194,174117095,4519,2024-11-24,2024-11-25,Idle timeout
1195,173801972,2833,2024-10-09,2024-10-11,Raid session
1196,184056945,4500,2024-11-07,2024-11-09,Crash recovery
1197,171040483,4163,2023-09-15,2023-09-17,PvP session
1198,178252282,2693,2023-10-05,2023-10-06,Server restart
1199,178641935,1453,2024-12-28,2024-12-30,Normal logout
1200,181648073,4064,2024-11-04,2024-11-06,Disconnected
1201,171820115,4932,2024-10-22,2024-10-22,Kicked - AFK
1202,181116430,243,2024-08-02,2024-08-04,Disconnected
1203,178881749,2045,2024-12-27,2024-12-29,Idle timeout
1204,178981666,3520,2024-10-14,2024-10-15,Normal logout
1205,180762969,1130,2024-09-23,2024-09-23,PvP session
1206,177896184,2907,2023-04-01,2023-04-02,Kicked - AFK
1207,168243244,1592,2024-04-25,2024-04-26,Crash recovery
1208,175126657,65,2024-11-06,2024-11-06,PvP session
1209,177906385,3218,2024-12-13,2024-12-13,Trading session
1210,183340099,1349,2024-11-23,2024-11-25,Disconnected
1211,183108427,3998,2024-09-26,2024-09-27,Kicked - AFK
1212,177240840,855,2024-01-02,2024-01-03,Trading session
1213,181951212,2549,2023-12-23,2023-12-25,Normal logout
1214,180184392,232,2024-12-30,2025-01-01,Normal logout
1215,169062753,3259,2024-10-17,2024-10-18,Server restart
1216,178384963,1740,2024-06-03,2024-06-04,Raid session
1217,172115407,3798,2024-12-31,2025-01-01,Idle timeout
1218,175711762,639,2024-08-08,2024-08-10,Normal logout
1219,174579760,4524,2024-09-16,2024-09-16,Raid session
1220,177502821,3747,2024-12-02,2024-12-03,Disconnected
1221,178607984,2420,2023-11-23,2023-11-24,Disconnected
1222,170635611,1357,2024-10-30,2024-10-31,Server restart
1223,177955694,3446,2024-12-17,2024-12-18,Disconnected
1224,172963809,624,2024-12-29,2024-12-30,Completed quest session
1225,178658030,1733,2024-07-20,2024-07-20,Disconnected
1226,180556602,2955,2024-06-20,2024-06-22,Crash recovery
1227,181426047,81,2024-11-16,2024-11-18,Raid session
1228,168767269,829,2024-12-24,2024-12-25,Crash recovery
1229,169130577,1983,2024-10-28,2024-10-29,Completed quest session
1230,176999855,585,2024-10-10,2024-10-10,Kicked - AFK
1231,180827563,2388,2022-08-20,2022-08-20,Raid session
1232,178682299,1500,2024-11-13,2024-11-13,Server restart
1233,182186463,2462,2024-04-22,2024-04-22,Crash recovery
1234,183061107,737,2024-07-28,2024-07-29,Completed quest session
1235,177622946,3406,2023-06-06,2023-06-08,Trading session
1236,176161771,1611,2024-05-21,2024-05-21,PvP session
1237,180762969,2837,2024-04-19,2024-04-21,PvP session
1238,173182562,1758,2024-08-01,2024-08-02,PvP session
1239,169359886,215,2024-08-27,2024-08-28,Crash recovery
1240,168861344,517,2024-11-30,2024-11-30,Idle timeout
1241,181405317,3452,2024-12-03,2024-12-03,Completed quest session
1242,175168518,2709,2024-10-30,2024-10-30,Disconnected
1243,175094747,4021,2024-10-31,2024-11-02,Crash recovery
1244,172794447,3010,2024-10-28,2024-10-29,Crash recovery
1245,175441249,2783,2023-06-27,2023-06-28,Crash recovery
1246,177240840,905,2023-12-16,2023-12-17,Completed quest session
1247,173252555,3841,2024-10-15,2024-10-17,Raid session
1248,177955694,2225,2024-04-23,2024-04-23,Crash recovery
1249,169698544,1752,2024-09-17,2024-09-19,Raid session
1250,171981686,4476,2024-12-14,2024-12-14,Idle timeout
1251,174350744,3525,2024-09-09,2024-09-10,Idle timeout
1252,171466446,3852,2024-12-20,2024-12-21,Raid session
1253,181438547,2900,2024-12-30,2024-12-31,Raid session
1254,174460611,3241,2024-06-20,2024-06-20,Trading session
1255,174328217,49,2024-10-11,2024-10-13,Idle timeout
1256,181589612,411,2024-05-14,2024-05-14,Kicked - AFK
1257,172477250,1257,2022-01-30,2022-01-31,Crash recovery
1258,179634014,2739,2024-12-29,2024-12-30,Disconnected
1259,174454620,2139,2024-12-23,2024-12-25,Crash recovery
1260,169811020,878,2024-12-24,2024-12-25,Crash recovery
1261,177816140,3932,2024-08-22,2024-08-24,Server restart
1262,181426047,3329,2023-12-22,2023-12-23,Raid session
1263,169489749,1807,2024-08-24,2024-08-24,Kicked - AFK
1264,170934689,1536,2024-11-10,2024-11-10,Server restart
1265,179725449,1424,2024-06-08,2024-06-09,Trading session
1266,181874047,293,2023-01-10,2023-01-11,PvP session
1267,178388765,2465,2024-08-16,2024-08-17,Disconnected
1268,172152349,436,2024-12-07,2024-12-08,Idle timeout
1269,172123670,3484,2024-12-28,2024-12-29,Kicked - AFK
1270,182487122,2247,2024-08-23,2024-08-25,Normal logout
1271,170829871,1617,2024-12-05,2024-12-06,Disconnected
1272,176767897,903,2024-10-12,2024-10-14,Disconnected
1273,171040483,4545,2024-07-08,2024-07-09,Crash recovery
1274,182269532,4113,2024-06-05,2024-06-05,Server restart
1275,171517443,4184,2024-03-23,2024-03-25,Disconnected
1276,172029887,3260,2024-09-14,2024-09-14,Idle timeout
1277,183749923,3789,2024-08-11,2024-08-13,Normal logout
1278,183858400,3401,2024-09-09,2024-09-09,Kicked - AFK
1279,176534033,2836,2024-07-28,2024-07-28,Idle timeout
1280,177679774,3405,2024-09-23,2024-09-23,Raid session
1281,180073709,4223,2024-01-28,2024-01-30,Kicked - AFK
1282,183358037,4166,2024-12-05,2024-12-06,Server restart
1283,170083425,2016,2024-12-19,2024-12-20,Completed quest session
1284,168371001,1063,2024-11-17,2024-11-17,Crash recovery
1285,173361953,600,2024-02-09,2024-02-09,Completed quest session
1286,170635611,4055,2023-03-10,2023-03-12,Kicked - AFK
1287,169359886,176,2024-12-09,2024-12-10,Kicked - AFK
1288,174776251,1721,2024-12-20,2024-12-22,Normal logout
1289,184341827,4745,2024-11-19,2024-11-20,Completed quest session
1290,172029887,1502,2024-03-05,2024-03-06,Completed quest session
1291,180752058,3425,2022-05-28,2022-05-28,Completed quest session
1292,179310736,3404,2024-12-28,2024-12-30,Server restart
1293,172740348,4167,2024-11-28,2024-11-30,Disconnected
1294,170855708,1375,2024-08-22,2024-08-24,Disconnected
1295,168367170,3844,2022-01-24,2022-01-25,Normal logout
1296,176767897,4435,2024-11-22,2024-11-24,Normal logout
1297,172746919,2200,2024-10-20,2024-10-20,Server restart
1298,174696891,956,2024-12-19,2024-12-19,Crash recovery
1299,177457260,1783,2024-11-08,2024-11-10,Server restart
1300,168509700,3751,2023-04-15,2023-04-15,Completed quest session
1301,177896184,1688,2024-01-09,2024-01-10,Crash recovery
1302,174328217,1362,2024-04-22,2024-04-23,Trading session
1303,178566456,217,2024-11-24,2024-11-24,Crash recovery
1304,172650073,3334,2024-11-20,2024-11-22,Kicked - AFK
1305,171785988,1111,2024-01-30,2024-02-01,Trading session
1306,178735659,2962,2024-12-26,2024-12-28,Normal logout
1307,168157414,2545,2024-08-13,2024-08-15,Trading session
1308,177564408,1078,2023-10-12,2023-10-13,Crash recovery
1309,169206867,158,2024-10-24,2024-10-25,Server restart
1310,171764849,3152,2024-08-09,2024-08-10,Crash recovery
1311,174040547,109,2023-09-02,2023-09-02,Kicked - AFK
1312,173424477,1364,2024-09-30,2024-09-30,Trading session
1313,173361953,4926,2024-12-27,2024-12-27,Crash recovery
1314,179310736,3511,2024-12-30,2024-12-31,Kicked - AFK
1315,176569369,4481,2024-09-28,2024-09-30,Completed quest session
1316,181505423,2215,2024-09-11,2024-09-13,Trading session
1317,172586630,3570,2024-09-21,2024-09-23,Crash recovery
1318,183108427,4001,2024-12-30,2025-01-01,Idle timeout
1319,168202882,3278,2024-05-21,2024-05-23,Normal logout
1320,171040483,3388,2023-08-25,2023-08-27,Crash recovery
1321,178965213,551,2024-08-31,2024-09-01,Disconnected
1322,180338744,3790,2024-12-22,2024-12-24,Completed quest session
1323,172963809,4122,2024-12-21,2024-12-22,Crash recovery
1324,183366132,3543,2024-12-24,2024-12-26,Raid session
1325,183942539,2590,2023-11-09,2023-11-09,Kicked - AFK
1326,169959534,4116,2024-12-11,2024-12-11,Idle timeout
1327,178268787,1618,2024-10-16,2024-10-16,Server restart
1328,169811020,2080,2024-04-09,2024-04-11,Disconnected
1329,171085229,3973,2024-11-17,2024-11-19,Normal logout
1330,174776251,1486,2024-09-19,2024-09-20,Disconnected
1331,176534033,1260,2024-06-20,2024-06-22,Raid session
1332,169359868,1526,2024-10-25,2024-10-25,Completed quest session
1333,176794864,2466,2024-10-21,2024-10-21,PvP session
1334,176985206,265,2024-12-22,2024-12-23,Trading session
1335,169300226,355,2023-08-09,2023-08-10,Disconnected
1336,179906204,1736,2024-09-26,2024-09-26,Trading session
1337,171330169,3956,2024-12-15,2024-12-17,Raid session
1338,183123524,4693,2024-10-02,2024-10-02,Kicked - AFK
1339,178003131,1326,2024-12-28,2024-12-30,Server restart
1340,178202319,4258,2024-04-26,2024-04-27,Trading session
1341,172370732,1979,2024-11-16,2024-11-18,Trading session
1342,174328217,1755,2023-12-03,2023-12-04,Crash recovery
1343,176501838,4014,2024-11-30,2024-12-01,PvP session
1344,179193675,3102,2024-12-23,2024-12-25,Raid session
1345,184318791,351,2023-09-19,2023-09-21,Trading session
1346,168778898,4691,2024-10-18,2024-10-19,Disconnected
1347,181116430,94,2024-09-20,2024-09-20,Normal logout
1348,178359047,4813,2024-08-10,2024-08-11,Kicked - AFK
1349,178202319,1473,2024-10-23,2024-10-25,Crash recovery
1350,167787554,3948,2024-12-03,2024-12-05,Disconnected
1351,181438547,3223,2024-11-25,2024-11-25,Raid session
1352,181116430,1792,2023-12-22,2023-12-24,Crash recovery
1353,183358037,1213,2024-10-15,2024-10-17,Server restart
1354,180193832,2784,2024-12-29,2024-12-30,Crash recovery
1355,173378064,2240,2023-02-15,2023-02-17,Trading session
1356,181589612,4790,2024-11-26,2024-11-27,Idle timeout
1357,178868378,4980,2024-01-28,2024-01-28,Completed quest session
1358,178682299,819,2024-12-19,2024-12-20,Idle timeout
1359,172650073,4607,2024-07-17,2024-07-17,Kicked - AFK
1360,176895112,3213,2024-08-07,2024-08-09,Kicked - AFK
1361,181167463,281,2024-10-09,2024-10-09,Disconnected
1362,171214921,3713,2024-08-19,2024-08-19,Raid session
1363,174219721,4876,2024-08-04,2024-08-04,Raid session
1364,179914620,3596,2024-08-18,2024-08-18,Disconnected
1365,174573019,1880,2024-08-28,2024-08-29,Normal logout
1366,176569369,3411,2024-11-26,2024-11-27,Disconnected
1367,174971469,2230,2023-09-02,2023-09-04,Crash recovery
1368,181693577,3338,2024-11-03,2024-11-03,Disconnected
1369,179542556,2203,2024-07-22,2024-07-22,Disconnected
1370,170601900,3513,2024-02-12,2024-02-13,Raid session
1371,169359868,3479,2024-05-01,2024-05-01,Disconnected
1372,175711762,493,2022-12-20,2022-12-21,Idle timeout
1373,174696891,540,2024-05-29,2024-05-29,Crash recovery
1374,183806449,2194,2024-11-04,2024-11-06,Trading session
1375,177896184,4193,2024-11-13,2024-11-14,Server restart
1376,182269532,650,2024-12-07,2024-12-09,Trading session
1377,175711762,3331,2024-01-01,2024-01-01,Crash recovery
1378,180309831,4378,2023-12-24,2023-12-25,PvP session
1379,169836758,3084,2024-11-29,2024-12-01,PvP session
1380,174205835,975,2024-09-23,2024-09-25,Normal logout
1381,183479470,2957,2024-11-02,2024-11-03,Normal logout
1382,172542687,3124,2024-10-26,2024-10-26,Server restart
1383,179979606,3305,2023-12-12,2023-12-14,Completed quest session
1384,177240840,1760,2024-11-12,2024-11-13,Trading session
1385,184341827,3637,2024-08-19,2024-08-21,Crash recovery
1386,179733806,3459,2024-12-25,2024-12-26,Trading session
1387,178557621,613,2024-06-05,2024-06-05,Trading session
1388,178090700,4419,2024-12-07,2024-12-09,Kicked - AFK
1389,184210622,1466,2024-09-03,2024-09-05,Normal logout
1390,183123524,3865,2024-07-22,2024-07-23,Server restart
1391,175094747,2719,2024-09-22,2024-09-22,Server restart
1392,181426047,2794,2024-07-15,2024-07-17,Raid session
1393,175843203,2798,2024-11-23,2024-11-25,Normal logout
1394,184138926,4618,2024-12-29,2024-12-30,Normal logout
1395,181505423,2629,2024-10-27,2024-10-29,Disconnected
1396,183375095,1878,2024-10-10,2024-10-10,Trading session
1397,170020196,1306,2022-08-11,2022-08-13,Crash recovery
1398,170526996,2628,2024-10-06,2024-10-07,PvP session
1399,167827364,3565,2024-02-24,2024-02-24,Completed quest session
1400,176561767,1131,2023-07-07,2023-07-09,Kicked - AFK
1401,169056549,290,2024-01-22,2024-01-23,Disconnected
1402,171040483,2445,2023-08-08,2023-08-10,Trading session
1403,175094747,1275,2024-07-08,2024-07-10,Trading session
1404,170185697,4121,2024-12-20,2024-12-20,Server restart
1405,179121367,771,2023-06-05,2023-06-05,Disconnected
1406,178384963,2600,2024-12-01,2024-12-03,Kicked - AFK
1407,183061107,2406,2024-12-10,2024-12-11,Idle timeout
1408,178564954,2201,2024-10-29,2024-10-30,Trading session
1409,178607984,2420,2024-04-22,2024-04-23,Disconnected
1410,168202882,3278,2024-04-14,2024-04-15,Kicked - AFK
1411,167827364,1929,2024-10-22,2024-10-23,PvP session
1412,181963242,2311,2024-06-13,2024-06-13,Disconnected
1413,170744971,1488,2024-09-11,2024-09-12,Kicked - AFK
1414,177536233,3797,2024-11-29,2024-11-30,Normal logout
1415,170829871,2965,2024-11-28,2024-11-29,Server restart
1416,181167463,281,2024-10-20,2024-10-22,Server restart
1417,180385034,2481,2024-12-07,2024-12-08,Completed quest session
1418,176501838,1540,2024-12-27,2024-12-28,Server restart
1419,180193832,4022,2024-12-11,2024-12-12,Crash recovery
1420,180588896,4128,2024-10-03,2024-10-04,PvP session
1421,179634014,3985,2023-12-17,2023-12-19,Completed quest session
1422,181186194,1487,2024-11-17,2024-11-18,Trading session
1423,177840541,239,2024-12-22,2024-12-22,Server restart
1424,179015798,1684,2024-11-29,2024-11-30,Disconnected
1425,179356256,2744,2023-11-14,2023-11-15,Idle timeout
1426,174350744,2318,2024-12-06,2024-12-06,Idle timeout
1427,168767269,3399,2024-01-02,2024-01-02,Normal logout
1428,183293034,3631,2024-10-28,2024-10-30,Idle timeout
1429,178345770,3521,2024-03-12,2024-03-12,Server restart
1430,178981666,3528,2024-09-24,2024-09-26,PvP session
1431,174573019,1880,2024-11-11,2024-11-11,Kicked - AFK
1432,180290986,4446,2024-06-26,2024-06-27,Completed quest session
1433,171353442,4392,2024-04-24,2024-04-25,Kicked - AFK
1434,170020196,257,2024-02-12,2024-02-12,Crash recovery
1435,181505423,2979,2023-02-16,2023-02-16,Server restart
1436,174117095,1738,2023-12-29,2023-12-29,Kicked - AFK
1437,175342326,4949,2024-11-13,2024-11-15,Crash recovery
1438,178388765,1123,2024-10-13,2024-10-13,Idle timeout
1439,183251087,2577,2023-11-18,2023-11-19,Crash recovery
1440,174544336,853,2024-12-02,2024-12-03,Kicked - AFK
1441,179732639,3532,2024-03-25,2024-03-25,Kicked - AFK
1442,182487122,3964,2023-04-29,2023-04-29,Raid session
1443,183189977,1890,2024-11-06,2024-11-07,Raid session
1444,171910548,703,2023-10-11,2023-10-11,Server restart
1445,179245615,4913,2024-08-13,2024-08-14,Completed quest session
1446,180290986,915,2024-08-31,2024-09-01,Crash recovery
1447,170506320,3814,2024-06-23,2024-06-23,Disconnected
1448,176396953,1497,2024-12-05,2024-12-06,Trading session
1449,178226459,3792,2023-06-13,2023-06-15,Server restart
1450,179000155,4848,2024-05-17,2024-05-18,Disconnected
1451,181430862,3402,2024-06-12,2024-06-14,Normal logout
1452,178981666,3868,2024-07-16,2024-07-18,Raid session
1453,184210622,2718,2024-12-18,2024-12-19,Crash recovery
1454,178496888,2477,2024-11-16,2024-11-16,PvP session
1455,172337738,3799,2024-03-04,2024-03-04,Idle timeout
1456,176106183,4553,2024-04-08,2024-04-10,Raid session
1457,173801972,2790,2024-11-25,2024-11-26,Server restart
1458,174419346,2471,2024-12-08,2024-12-08,Server restart
1459,182531900,4147,2024-10-07,2024-10-09,Crash recovery
1460,177584871,183,2024-02-18,2024-02-20,Idle timeout
1461,168509700,1511,2024-12-29,2024-12-30,Disconnected
1462,184511006,3981,2024-11-10,2024-11-10,PvP session
1463,178223392,4734,2024-08-05,2024-08-05,Kicked - AFK
1464,175094747,4021,2024-12-10,2024-12-11,Crash recovery
1465,168367170,1401,2024-04-30,2024-04-30,PvP session
1466,169875899,534,2024-06-20,2024-06-20,Completed quest session
1467,168927502,2826,2024-12-19,2024-12-19,Kicked - AFK
1468,177906385,1354,2024-11-24,2024-11-26,Disconnected
1469,176999855,3626,2024-12-23,2024-12-25,Completed quest session
1470,183661302,1566,2023-03-09,2023-03-10,Completed quest session
1471,182471695,1661,2024-06-16,2024-06-17,Completed quest session
1472,178268787,444,2023-12-27,2023-12-27,Normal logout
1473,183858400,3535,2024-12-04,2024-12-05,Normal logout
1474,176895168,2452,2024-12-31,2024-12-31,Kicked - AFK
1475,171764849,3346,2024-12-02,2024-12-02,Kicked - AFK
1476,170509705,3272,2024-12-31,2024-12-31,PvP session
1477,183189977,3115,2024-11-28,2024-11-28,Normal logout
1478,175711762,4368,2024-09-28,2024-09-29,Normal logout
1479,178496888,1996,2024-02-01,2024-02-03,Crash recovery
1480,174350744,1242,2024-12-07,2024-12-09,Crash recovery
1481,173319940,742,2024-12-14,2024-12-16,Completed quest session
1482,183730540,3901,2023-06-10,2023-06-10,Trading session
1483,181526857,3443,2024-08-14,2024-08-15,Crash recovery
1484,184223499,4853,2023-09-25,2023-09-25,Completed quest session
1485,182665372,4463,2024-09-05,2024-09-05,Disconnected
1486,173704240,4455,2024-01-31,2024-02-02,Completed quest session
1487,183297196,312,2023-05-31,2023-06-02,Idle timeout
1488,180193832,4019,2024-10-25,2024-10-26,Idle timeout
1489,180246786,1225,2024-12-31,2025-01-02,Completed quest session
1490,170674313,103,2024-12-29,2024-12-31,Raid session
1491,169484005,1629,2024-11-16,2024-11-16,Disconnected
1492,178641935,4901,2023-11-15,2023-11-16,Trading session
1493,178090700,2144,2024-08-08,2024-08-10,Disconnected
1494,173255575,339,2024-09-21,2024-09-22,Trading session
1495,167787554,1471,2024-12-28,2024-12-28,Server restart
1496,179510864,2037,2023-04-13,2023-04-14,Kicked - AFK
1497,184316721,1184,2024-12-27,2024-12-28,Crash recovery
1498,183574318,2026,2024-05-03,2024-05-03,Raid session
1499,171085229,4565,2024-12-10,2024-12-12,Disconnected
1500,182943394,4858,2024-07-24,2024-07-25,Completed quest session
1501,175469373,4748,2024-12-24,2024-12-26,Completed quest session
1502,177584871,183,2024-04-25,2024-04-27,Crash recovery
1503,184138926,794,2024-09-13,2024-09-13,Server restart
1504,178359047,687,2024-07-20,2024-07-21,PvP session
1505,174837543,3078,2023-09-19,2023-09-20,Disconnected
1506,169836758,4656,2023-12-03,2023-12-03,Raid session
1507,175403742,261,2023-07-01,2023-07-03,Crash recovery
1508,173118460,986,2024-11-15,2024-11-16,Server restart
1509,173274743,2641,2024-09-16,2024-09-17,Server restart
1510,183061107,737,2024-05-20,2024-05-21,Completed quest session
1511,182471695,1661,2024-05-27,2024-05-27,Kicked - AFK
1512,170433072,2451,2024-12-16,2024-12-17,Idle timeout
1513,174971469,4866,2022-10-31,2022-11-02,PvP session
1514,174117095,3992,2024-11-06,2024-11-06,Idle timeout
1515,175185209,4489,2024-12-07,2024-12-09,Trading session
1516,177502821,3495,2024-10-25,2024-10-27,Normal logout
1517,177955694,4205,2024-05-18,2024-05-18,Disconnected
1518,175858458,140,2024-06-14,2024-06-14,Normal logout
1519,178564954,2232,2024-08-07,2024-08-07,PvP session
1520,175094747,991,2024-12-27,2024-12-29,Idle timeout
1521,181505423,1610,2023-11-22,2023-11-24,Idle timeout
1522,168307601,2782,2024-01-23,2024-01-25,Server restart
1523,171466446,3999,2024-03-17,2024-03-19,Normal logout
1524,172150081,1165,2024-12-26,2024-12-27,Completed quest session
1525,170291359,3295,2024-09-18,2024-09-18,Idle timeout
1526,181426047,2083,2024-12-28,2024-12-30,Disconnected
1527,183297196,4360,2024-07-19,2024-07-19,Trading session
1528,174328217,4871,2024-10-05,2024-10-06,Server restart
1529,177926140,4956,2024-05-05,2024-05-05,Idle timeout
1530,179121367,3494,2024-09-07,2024-09-08,Server restart
1531,170083425,2016,2024-07-20,2024-07-20,Crash recovery
1532,172542687,1660,2024-10-07,2024-10-08,Trading session
1533,184506575,2804,2024-12-27,2024-12-29,Raid session
1534,182141863,4960,2024-09-17,2024-09-19,Server restart
1535,173378064,3437,2023-07-03,2023-07-04,Raid session
1536,183293034,1836,2023-07-26,2023-07-26,Disconnected
1537,175843203,4075,2024-12-29,2024-12-31,Kicked - AFK
1538,183944424,91,2024-09-28,2024-09-29,Idle timeout
1539,168265470,707,2024-09-01,2024-09-01,Raid session
1540,180309831,1600,2023-03-03,2023-03-05,Idle timeout
1541,175307464,3445,2023-11-30,2023-12-02,Completed quest session
1542,173378064,4270,2024-12-12,2024-12-14,Normal logout
1543,180440121,1389,2023-03-13,2023-03-13,Idle timeout
1544,178521923,1584,2024-09-26,2024-09-27,Trading session
1545,181589612,2561,2024-11-22,2024-11-24,Idle timeout
1546,181648073,516,2024-12-15,2024-12-15,Kicked - AFK
1547,167864111,1749,2023-09-17,2023-09-18,Completed quest session
1548,183944424,4905,2024-12-11,2024-12-13,Raid session
1549,182492767,4134,2024-09-27,2024-09-27,Kicked - AFK
1550,169597187,4550,2024-10-04,2024-10-04,Idle timeout
1551,175856776,3196,2024-09-02,2024-09-04,Normal logout
1552,184318791,78,2024-10-18,2024-10-20,PvP session
1553,176541589,307,2022-11-22,2022-11-24,Trading session
1554,178607984,2668,2023-08-21,2023-08-22,Kicked - AFK
1555,170855708,3375,2024-08-21,2024-08-21,Crash recovery
1556,183537058,3817,2024-10-31,2024-11-02,Raid session
1557,176161771,1457,2023-01-16,2023-01-18,Trading session
1558,177622946,3533,2024-09-18,2024-09-18,Crash recovery
1559,172542687,2824,2024-12-23,2024-12-25,Completed quest session
1560,171875514,1406,2024-05-21,2024-05-23,Trading session
1561,180387831,3530,2021-10-25,2021-10-25,Trading session
1562,169238097,4683,2024-08-01,2024-08-02,Normal logout
1563,184318791,3449,2024-12-15,2024-12-17,Normal logout
1564,183858400,3836,2023-05-09,2023-05-11,Kicked - AFK
1565,183699124,1606,2024-10-04,2024-10-05,PvP session
1566,172370732,3240,2024-12-17,2024-12-18,PvP session
1567,171942373,2169,2024-08-06,2024-08-07,Trading session
1568,173883446,3505,2024-12-14,2024-12-16,Trading session
1569,183858400,2009,2024-12-29,2024-12-31,Completed quest session
1570,178735659,2962,2024-11-23,2024-11-25,PvP session
1571,170829871,3063,2024-11-05,2024-11-05,Idle timeout
1572,183743362,3033,2024-11-13,2024-11-15,Trading session
1573,170491240,2280,2024-08-06,2024-08-08,PvP session
1574,181167463,3663,2024-10-20,2024-10-20,Completed quest session
1575,170433072,3702,2024-11-22,2024-11-22,Completed quest session
1576,169292538,1814,2024-12-01,2024-12-01,Server restart
1577,183730540,1802,2024-10-05,2024-10-06,Idle timeout
1578,178226459,112,2024-09-08,2024-09-10,Kicked - AFK
1579,170506320,2427,2024-12-17,2024-12-19,Normal logout
1580,170832171,1017,2024-12-24,2024-12-24,Raid session
1581,182270764,1564,2024-10-15,2024-10-17,Idle timeout
1582,168371001,1294,2023-10-05,2023-10-07,PvP session
1583,178345770,2305,2024-04-29,2024-05-01,Disconnected
1584,176534033,50,2024-12-30,2024-12-30,Disconnected
1585,172402468,2635,2024-10-15,2024-10-16,Trading session
1586,183574318,2903,2024-02-27,2024-02-27,Server restart
1587,181426047,2794,2024-02-28,2024-02-29,Raid session
1588,181951212,2389,2024-09-01,2024-09-02,Server restart
1589,177664321,4151,2024-12-14,2024-12-15,Raid session
1590,171656196,576,2024-12-28,2024-12-30,Disconnected
1591,181732439,983,2023-10-22,2023-10-24,Completed quest session
1592,178566456,217,2024-09-07,2024-09-09,Normal logout
1593,168411083,4349,2024-11-01,2024-11-01,Crash recovery
1594,170932892,4923,2024-04-29,2024-04-29,Trading session
1595,175441249,35,2022-09-20,2022-09-20,PvP session
1596,181648073,2659,2024-02-03,2024-02-03,PvP session
1597,182531900,587,2024-10-29,2024-10-31,PvP session
1598,183358684,3670,2024-12-08,2024-12-08,PvP session
1599,176985206,366,2023-11-04,2023-11-04,Completed quest session
1600,183544940,870,2024-12-21,2024-12-22,Trading session
1601,178223392,23,2024-11-03,2024-11-05,Disconnected
1602,168861344,2534,2024-11-27,2024-11-28,Crash recovery
1603,174837543,518,2024-09-30,2024-10-01,Normal logout
1604,181589612,2849,2024-12-31,2024-12-31,Completed quest session
1605,171981686,4000,2024-11-13,2024-11-15,Crash recovery
1606,184350018,1010,2024-09-14,2024-09-16,Normal logout
1607,184341827,4929,2024-12-08,2024-12-08,Raid session
1608,181947012,2653,2024-03-05,2024-03-06,Trading session
1609,183652001,2809,2024-06-27,2024-06-28,Completed quest session
1610,180073709,920,2024-11-29,2024-11-30,Completed quest session
1611,179542556,2203,2024-11-07,2024-11-07,Completed quest session
1612,170543206,4672,2024-12-31,2025-01-02,Idle timeout
1613,173620328,717,2024-08-14,2024-08-14,PvP session
1614,181505423,2403,2024-10-26,2024-10-26,Normal logout
1615,176556170,1657,2024-09-18,2024-09-20,Kicked - AFK
1616,172144708,3942,2024-10-26,2024-10-26,Idle timeout
1617,171675515,1626,2024-10-30,2024-10-31,Disconnected
1618,178316338,1959,2024-12-28,2024-12-29,Crash recovery
1619,181599534,1999,2024-12-02,2024-12-04,Server restart
1620,180556602,3431,2024-12-14,2024-12-14,Completed quest session
1621,183699124,3434,2024-12-20,2024-12-21,Completed quest session
1622,170506320,2222,2024-04-27,2024-04-28,Server restart
1623,175403742,4242,2024-06-02,2024-06-03,Completed quest session
1624,174328217,1178,2024-11-26,2024-11-27,Normal logout
1625,172768402,4560,2023-12-18,2023-12-19,Disconnected
1626,179725449,3606,2024-11-24,2024-11-26,Crash recovery
1627,171517443,762,2023-12-17,2023-12-19,PvP session
1628,184506575,2373,2024-12-28,2024-12-30,Raid session
1629,181249190,3356,2024-04-18,2024-04-20,Disconnected
1630,180309831,1020,2024-12-26,2024-12-26,Crash recovery
1631,175137141,2273,2024-12-30,2024-12-31,Normal logout
1632,181186194,4,2023-10-17,2023-10-18,Trading session
1633,182141863,1896,2024-11-01,2024-11-03,Disconnected
1634,168390448,899,2024-10-12,2024-10-12,Normal logout
1635,184469992,1398,2024-06-03,2024-06-05,Disconnected
1636,179634014,1832,2023-01-29,2023-01-29,Raid session
1637,174040547,458,2024-12-11,2024-12-11,Raid session
1638,183123524,4740,2024-12-30,2024-12-31,Normal logout
1639,171820115,4105,2024-07-27,2024-07-27,PvP session
1640,180363722,3120,2024-11-03,2024-11-04,Disconnected
1641,179129476,127,2023-09-21,2023-09-22,Server restart
1642,184318791,1371,2023-01-12,2023-01-14,Idle timeout
