PlayerID,NickName,Level,ClassID,AccountID,Activity,ServerIP,Started_At
813,MightyHunter8109,25,CLS-002,327,offline,184341827,2024-09-10
814,SwiftPhoenix2395,89,CLS-047,143,offline,171950419,2024-06-17
815,MysticPhoenix8116,87,CLS-006,461,online,174837543,2024-11-24
816,FrostMage7008,26,CLS-049,417,offline,183661302,2024-06-16
817,DarkRaven2433,7,CLS-031,248,offline,170744971,2023-04-02
818,SwiftHawk5205,13,CLS-010,194,offline,183340099,2024-09-26
819,BraveKnight236,19,CLS-040,455,online,178682299,2024-11-13
820,MightyDragon3555,47,CLS-050,310,offline,170291359,2023-09-08
821,SwiftKnight21593,64,CLS-016,408,offline,178868378,2024-08-17
822,SwiftBear6821,5,CLS-022,288,offline,171353442,2024-11-15
823,CrimsonHawk368,15,CLS-012,354,offline,170674313,2024-05-12
824,WildRaven1702,19,CLS-009,226,offline,179732639,2023-12-28
825,BraveBear7386,19,CLS-025,403,online,169052128,2024-10-06
826,SavageViper4974,32,CLS-048,28,offline,175403742,2022-06-08
827,ShadowWolf5579,17,CLS-030,79,offline,176872958,2023-11-27
828,FrostFury674,23,CLS-028,326,offline,179542556,2024-06-27
829,MysticFury8833,34,CLS-013,185,offline,168767269,2023-12-29
830,IronPhoenix9657,1,CLS-024,374,offline,182725249,2024-05-22
831,StormFury9146,64,CLS-002,478,offline,177251670,2024-11-06
832,BraveReaper9800,7,CLS-018,388,offline,174971469,2024-06-12
833,StormPhoenix7209,28,CLS-006,129,offline,181479826,2023-01-13
834,StormRaven3152,42,CLS-010,62,offline,180134592,2023-03-22
835,IronHunter7720,16,CLS-019,400,offline,176794864,2024-06-19
836,WildBear7371,20,CLS-008,78,offline,183358037,2023-10-11
837,ShadowMage5535,45,CLS-017,425,offline,182270764,2024-07-15
838,LoneReaper1952,13,CLS-034,185,offline,180309831,2024-07-20
839,CrimsonTitan1638,10,CLS-041,138,offline,169292538,2024-09-26
840,CrimsonRaven7109,70,CLS-014,269,offline,171330169,2024-09-21
841,WildPhoenix1106,3,CLS-003,81,offline,169253135,2021-10-16
842,GhostBlade4273,74,CLS-047,467,offline,171764849,2024-11-06
843,SavageBlade694,23,CLS-037,474,offline,175086334,2024-12-18
844,IronSlayer9163,13,CLS-002,119,offline,179097011,2023-01-22
845,LoneBear8706,31,CLS-031,19,online,183889732,2022-04-20
846,GhostPhoenix5203,16,CLS-021,293,offline,176561767,2023-10-15
847,ShadowReaper9670,22,CLS-008,119,online,175342326,2023-12-07
848,SilentRaven4037,25,CLS-030,286,online,176895168,2024-07-09
849,GhostWolf485,2,CLS-027,289,offline,169875899,2024-07-25
850,BraveReaper409,17,CLS-039,3,offline,168157414,2022-03-28
851,IronHawk7760,31,CLS-036,192,offline,177513112,2023-04-14
852,ShadowHawk6984,8,CLS-029,153,online,176541589,2022-08-29
853,StormViper740,19,CLS-027,410,online,174544336,2024-11-20
854,FrostHunter2937,84,CLS-030,401,offline,178316338,2024-07-04
855,MysticKnight5280,78,CLS-001,77,offline,177240840,2021-11-07
856,DarkViper8696,14,CLS-002,65,online,179906204,2021-09-26
857,WildRaven8186,13,CLS-022,157,offline,183661302,2023-02-11
858,ShadowFury7923,9,CLS-010,170,offline,183574318,2023-08-09
859,LoneTitan996,6,CLS-039,78,offline,171330169,2024-12-28
860,IronHunter896,15,CLS-047,488,online,174776251,2024-12-29
861,BraveHunter8038,9,CLS-010,120,offline,176258377,2022-11-23
862,DarkKnight9894,7,CLS-003,267,online,177457260,2023-08-15
863,StormBear9581,19,CLS-016,365,offline,175546993,2024-06-02
864,BraveDragon3990,83,CLS-001,362,offline,168438387,2024-10-26
865,StormBear231,6,CLS-029,342,offline,181690241,2024-07-04
866,BraveDragon6804,23,CLS-034,183,offline,172029887,2024-11-10
867,BraveViper9358,98,CLS-008,194,online,178268787,2023-01-15
868,CrimsonBear7956,24,CLS-030,183,online,167864111,2022-09-07
869,WildFury7267,10,CLS-046,295,offline,171764849,2023-10-03
870,DarkMage6186,4,CLS-035,286,offline,183544940,2024-09-26
871,LoneSlayer1246,73,CLS-036,349,offline,174529518,2024-07-27
872,SwiftTitan4405,35,CLS-023,121,offline,172150081,2022-06-01
873,SilentSlayer7164,41,CLS-005,491,offline,174040547,2024-12-08
874,FrostHunter6996,46,CLS-046,261,offline,174386727,2024-04-03
875,LoneViper7850,3,CLS-016,213,online,175307464,2023-05-29
876,CrimsonMage9842,17,CLS-039,114,online,176541589,2024-06-03
877,SavageMage739,28,CLS-038,146,offline,182463140,2022-12-29
878,SavageDragon4668,18,CLS-046,461,offline,169811020,2024-12-18
879,StormRaven9221,24,CLS-028,431,offline,176482225,2024-12-16
880,WildHawk7531,18,CLS-020,423,offline,181951212,2024-11-23
881,IronTitan64,26,CLS-048,64,offline,173816955,2023-12-20
882,BraveBlade7473,21,CLS-017,484,online,183942539,2024-12-29
883,FrostBear330,20,CLS-017,93,offline,178223392,2023-12-24
884,MightyMage5870,30,CLS-027,114,offline,174505112,2023-11-30
885,SwiftMage4850,3,CLS-004,490,online,183189977,2024-12-27
886,LoneFury2791,25,CLS-049,6,online,172746919,2022-04-04
887,IronWolf2134,68,CLS-014,479,online,179388286,2024-11-19
888,SwiftBlade6952,42,CLS-049,196,online,171944024,2024-07-18
889,CrimsonBear5971,70,CLS-005,396,offline,176258377,2024-08-25
890,MightyViper7073,32,CLS-035,74,offline,172963809,2023-03-06
891,DarkHawk1352,76,CLS-019,123,offline,167981480,2023-07-03
892,SwiftHunter5779,16,CLS-028,309,online,182492767,2024-04-21
893,CrimsonTitan7320,39,CLS-039,337,offline,178965213,2023-11-15
894,MysticFury9589,45,CLS-020,222,online,175494654,2023-06-17
895,SavageTitan8640,77,CLS-050,228,offline,181505423,2024-02-23
896,CrimsonHunter6587,13,CLS-043,28,online,169391533,2023-03-21
897,MightyHunter5089,13,CLS-017,463,offline,178388765,2024-11-10
898,SilentHawk8029,34,CLS-039,311,online,182562474,2024-01-18
899,LoneBear9764,50,CLS-050,80,online,168390448,2022-11-01
900,BravePhoenix1338,93,CLS-031,383,offline,179611670,2024-06-29
901,FrostSlayer5072,35,CLS-011,458,online,179542556,2024-12-31
902,CrimsonDragon5872,68,CLS-020,394,offline,180752058,2024-11-16
903,SavageRaven81,1,CLS-012,268,offline,176767897,2024-01-15
904,BraveMage8078,12,CLS-007,421,offline,183061107,2024-09-27
905,SavageRaven492,92,CLS-032,156,offline,177240840,2022-12-02
906,BraveKnight7889,7,CLS-030,451,offline,171764849,2024-11-03
907,FrostBear1870,52,CLS-037,475,offline,183661302,2024-12-09
908,SwiftViper4660,44,CLS-039,406,online,171214921,2024-10-25
909,SwiftFury8000,1,CLS-034,86,offline,172115407,2024-12-15
910,ShadowMage5808,41,CLS-046,140,offline,173457825,2024-05-15
911,GhostBlade8218,38,CLS-029,64,offline,176794864,2022-05-20
912,BraveHunter2991,36,CLS-044,306,online,174747248,2024-06-25
913,ShadowPhoenix5433,94,CLS-004,4,offline,183730540,2024-04-25
914,BraveHunter7001,21,CLS-003,483,offline,169206867,2024-11-14
915,FrostBear5591,11,CLS-020,412,offline,180290986,2024-07-11
916,StormReaper4025,5,CLS-046,121,offline,179097011,2023-08-30
917,GhostTitan269,49,CLS-024,257,online,169359886,2023-09-20
918,SilentPhoenix6734,5,CLS-020,365,offline,183574318,2024-01-20
919,IronKnight7347,61,CLS-020,447,offline,184469992,2024-08-24
920,CrimsonViper1773,38,CLS-020,109,offline,180073709,2024-10-11
921,IronHunter4096,74,CLS-018,178,offline,177240840,2024-11-10
922,SwiftSlayer1188,56,CLS-001,136,online,180671995,2022-04-06
923,WildSlayer4806,50,CLS-009,334,offline,183942539,2024-09-23
924,SwiftTitan3573,38,CLS-045,20,offline,182487122,2022-08-03
925,FrostMage5562,12,CLS-021,46,offline,175843203,2024-11-23
926,SwiftHunter4206,80,CLS-015,450,offline,178003131,2024-09-28
927,IronDragon7265,23,CLS-050,119,offline,181769008,2023-11-02
928,StormBear6340,40,CLS-047,496,offline,168241268,2024-12-26
929,IronWolf115,42,CLS-028,114,offline,170506320,2024-02-27
930,SavageViper3066,63,CLS-008,16,online,181589612,2021-10-08
931,IronTitan9614,8,CLS-050,469,offline,181246003,2024-12-29
932,GhostSlayer4736,20,CLS-017,350,online,173942241,2024-09-08
933,SwiftViper7790,42,CLS-041,294,online,173575625,2023-10-16
934,GhostTitan4939,34,CLS-035,232,online,174362663,2024-01-14
935,SwiftKnight7660,75,CLS-034,400,offline,174040547,2024-07-22
936,WildDragon4481,78,CLS-029,155,offline,183724927,2022-05-10
937,SwiftRaven7919,8,CLS-033,279,offline,176079257,2024-10-22
938,GhostFury5083,40,CLS-018,465,offline,173801972,2024-10-17
939,BraveTitan9239,15,CLS-041,331,offline,181426047,2024-10-04
940,MightyHawk8975,67,CLS-028,365,offline,181405317,2024-02-02
941,MysticHunter2453,37,CLS-037,385,offline,170421599,2024-04-05
942,WildPhoenix86,50,CLS-001,349,online,172746919,2024-05-31
943,BraveBear6001,61,CLS-035,497,online,169034157,2024-12-28
944,BraveBlade9960,8,CLS-044,23,offline,177483641,2024-11-11
945,SavageMage5384,38,CLS-009,439,online,170305618,2024-12-12
946,BraveBear6875,78,CLS-036,266,offline,179121367,2024-05-23
947,StormSlayer9768,11,CLS-013,223,offline,178881749,2023-12-02
948,SavageDragon8548,53,CLS-044,6,online,175086334,2023-06-14
949,GhostWolf4151,13,CLS-034,475,offline,181994726,2024-12-13
950,SwiftRaven6291,49,CLS-034,314,offline,171764849,2024-10-17
951,CrimsonDragon2845,57,CLS-013,358,online,173779774,2024-08-13
952,LoneSlayer8831,46,CLS-050,396,offline,174544336,2024-07-04
953,SilentWolf5810,17,CLS-035,143,offline,169206867,2024-08-28
954,MightyViper4729,61,CLS-015,306,offline,175686973,2024-06-07
955,StormWolf5504,4,CLS-037,419,offline,181769008,2024-11-26
956,SwiftHawk9693,72,CLS-014,463,offline,174696891,2024-10-13
957,StormFury821,22,CLS-037,377,offline,180827563,2024-08-01
958,SilentWolf7154,10,CLS-025,453,online,168891720,2024-11-26
959,StormDragon4111,6,CLS-030,190,offline,181874047,2024-09-19
960,MysticMage496,6,CLS-038,64,offline,171353442,2021-09-29
961,IronPhoenix729,24,CLS-008,460,offline,172559816,2024-11-07
962,GhostWolf7942,1,CLS-038,395,offline,177840541,2024-07-28
963,SavageTitan858,70,CLS-048,408,offline,180588896,2024-07-07
964,BravePhoenix2273,52,CLS-028,115,offline,178255627,2023-12-11
965,BraveViper1233,8,CLS-040,77,offline,179129476,2023-05-10
966,LoneBlade2499,9,CLS-019,353,online,177926140,2024-02-20
967,DarkDragon5189,37,CLS-005,126,offline,175858458,2023-01-25
968,WildPhoenix9120,35,CLS-033,71,online,170083425,2022-07-04
969,FrostHawk8240,73,CLS-001,477,offline,184316721,2024-11-25
970,SavageFury9272,99,CLS-009,145,online,174776251,2023-05-14
971,ShadowBlade4334,4,CLS-049,202,offline,171040483,2023-06-14
972,IronBear7828,76,CLS-005,195,online,180556602,2024-06-26
973,WildBlade4188,17,CLS-012,384,offline,178345770,2024-09-10
974,IronHunter9770,16,CLS-025,428,offline,169391533,2024-07-07
975,MysticSlayer3439,45,CLS-042,428,online,174205835,2024-07-29
976,WildKnight6740,25,CLS-028,407,offline,172123670,2024-05-18
977,FrostBear1008,89,CLS-037,172,offline,177536068,2023-06-26
978,CrimsonSlayer3444,50,CLS-019,216,offline,171466446,2023-08-24
979,BraveMage6332,69,CLS-001,362,offline,180671995,2024-06-25
980,CrimsonBear6004,47,CLS-042,500,online,177584871,2024-12-31
981,GhostRaven5983,35,CLS-041,498,offline,176561767,2024-12-28
982,SilentBear6970,23,CLS-030,324,offline,183699124,2024-02-19
983,SavageKnight998,26,CLS-038,107,offline,181732439,2023-01-30
984,SavageWolf8759,71,CLS-031,497,offline,183297196,2024-12-29
985,ShadowTitan5765,16,CLS-034,309,offline,175287280,2023-10-21
986,IronBear7605,77,CLS-039,251,online,173118460,2024-08-29
987,ShadowWolf5069,9,CLS-016,87,offline,174579760,2024-06-09
988,SwiftWolf172,8,CLS-012,428,online,177773813,2024-10-05
989,SilentTitan8444,70,CLS-039,328,offline,170305618,2024-07-30
990,StormDragon7074,2,CLS-012,405,offline,173883446,2024-05-15
991,SwiftMage1821,4,CLS-045,420,offline,175094747,2024-07-13
992,GhostHawk4595,15,CLS-025,74,offline,183366132,2023-07-28
993,LoneKnight6558,26,CLS-037,12,offline,168157414,2021-10-05
994,CrimsonKnight1637,48,CLS-003,22,offline,175126657,2021-12-19
995,SavageHawk1137,47,CLS-042,455,offline,180556602,2024-10-14
996,ShadowBlade2033,11,CLS-032,129,online,178496888,2024-01-28
997,ShadowBlade5995,66,CLS-034,51,offline,172370732,2024-06-26
998,WildMage2125,33,CLS-013,273,online,169610620,2023-09-01
999,BraveRaven2132,8,CLS-010,433,offline,174386727,2024-11-06
1000,DarkRaven2318,11,CLS-049,197,offline,184349160,2024-03-14
1001,LoneRaven7981,66,CLS-002,19,online,180827563,2021-08-13
1002,GhostWolf3849,64,CLS-046,145,offline,173252555,2024-05-16
1003,WildKnight1429,10,CLS-036,279,offline,178658030,2023-12-12
1004,FrostHawk4208,48,CLS-044,392,online,176258377,2024-07-28
1005,SwiftDragon2619,47,CLS-046,272,online,178202319,2024-04-24
1006,IronBear4821,31,CLS-039,142,online,184469992,2024-08-16
1007,BraveTitan3465,63,CLS-027,365,offline,178637285,2024-01-23
1008,LoneBlade7046,8,CLS-017,191,online,170020196,2024-03-17
1009,MightyWolf2842,25,CLS-010,210,offline,184056945,2024-07-20
1010,MysticHawk6464,14,CLS-034,378,offline,184350018,2024-07-27
1011,SilentKnight1104,14,CLS-019,274,offline,180363722,2023-09-09
1012,StormRaven1048,46,CLS-035,202,online,170744971,2023-12-11
1013,GhostTitan2452,41,CLS-007,160,offline,178965213,2023-07-25
1014,BraveBear401,59,CLS-001,412,online,172768402,2024-08-16
1015,SilentMage2234,14,CLS-031,44,offline,172966857,2024-11-11
1016,SilentBear1868,5,CLS-030,74,offline,182270764,2022-09-05
1017,LoneBlade758,8,CLS-040,410,offline,170832171,2024-12-20
1018,StormBlade4267,3,CLS-047,130,offline,176501838,2023-02-04
1019,IronPhoenix8057,30,CLS-045,340,offline,179097011,2024-03-12
1020,SavageRaven6049,12,CLS-033,327,offline,180309831,2024-12-04
1021,SavageMage4039,52,CLS-006,145,offline,173396035,2023-12-19
1022,StormHunter7172,37,CLS-048,49,offline,174362663,2023-02-24
1023,SwiftReaper7390,43,CLS-002,289,offline,180440121,2024-02-20
1024,StormFury7217,74,CLS-028,386,offline,180246786,2024-05-18
1025,LoneKnight9299,47,CLS-049,284,online,184174078,2023-10-06
1026,BraveFury8629,14,CLS-009,432,offline,177622946,2024-12-31
1027,SilentRaven1277,65,CLS-010,474,offline,174225528,2024-12-28
1028,MysticWolf3020,66,CLS-049,140,offline,183858400,2022-09-04
1029,WildFury7704,5,CLS-017,214,online,179732639,2023-05-01
1030,GhostTitan8286,20,CLS-047,485,online,173620328,2024-12-27
1031,IronFury5052,3,CLS-024,364,offline,179245615,2024-08-11
1032,FrostHawk1944,80,CLS-018,268,offline,168891720,2023-04-14
1033,GhostBear3095,10,CLS-021,363,offline,174225528,2024-07-05
1034,GhostViper633,58,CLS-020,491,offline,180762969,2024-12-17
1035,SavageSlayer1040,6,CLS-033,282,offline,179611670,2024-02-01
1036,SilentMage4090,7,CLS-031,223,online,179028018,2023-08-09
1037,LoneFury6967,37,CLS-038,277,offline,180655775,2024-10-01
1038,MysticMage8844,6,CLS-009,183,offline,179028018,2023-05-27
1039,ShadowHunter7787,17,CLS-023,26,offline,176161771,2021-05-02
1040,CrimsonWolf337,20,CLS-032,157,offline,173757253,2024-10-20
1041,CrimsonViper1664,2,CLS-047,54,offline,169484005,2021-08-17
1042,FrostHunter834,16,CLS-035,384,online,178945842,2024-10-25
1043,StormSlayer3594,49,CLS-028,391,offline,183661302,2024-10-30
1044,GhostDragon8038,73,CLS-037,140,offline,172981407,2024-04-09
1045,StormHawk3980,13,CLS-034,94,offline,179245615,2024-08-15
1046,GhostViper9526,67,CLS-046,72,online,168202882,2022-01-27
1047,ShadowWolf3825,23,CLS-021,383,offline,169610620,2024-09-18
1048,GhostKnight9139,3,CLS-004,216,offline,175307464,2023-01-03
1049,DarkTitan8620,17,CLS-022,399,online,177502821,2024-09-28
1050,ShadowPhoenix6613,18,CLS-005,271,offline,172981407,2024-09-13
1051,ShadowRaven2696,18,CLS-028,137,online,177679774,2023-04-07
1052,GhostTitan7791,4,CLS-026,35,offline,180498985,2024-12-10
1053,CrimsonViper9076,73,CLS-024,165,online,169433422,2023-02-12
1054,MightyTitan6421,33,CLS-017,402,offline,173255575,2024-10-12
1055,LoneFury9463,9,CLS-036,159,offline,180799139,2023-08-01
1056,MysticMage2523,2,CLS-024,466,offline,179097011,2024-11-07
1057,SavageFury2601,26,CLS-016,377,online,178868378,2024-02-26
1058,WildHawk5134,10,CLS-037,258,offline,171466446,2024-05-02
1059,SilentViper46,70,CLS-035,449,online,176534033,2024-08-24
1060,SilentSlayer3477,31,CLS-050,418,online,182141863,2024-06-19
1061,LoneHawk7812,1,CLS-004,22,offline,184223499,2021-11-17
1062,IronHunter4924,16,CLS-021,15,online,168725995,2023-03-31
1063,LoneFury3139,80,CLS-031,325,offline,168371001,2024-11-07
1064,StormHawk9143,18,CLS-003,146,online,170291359,2023-01-19
1065,SwiftKnight5939,7,CLS-018,22,offline,171764849,2023-01-09
1066,MysticBlade8054,65,CLS-030,206,offline,172771697,2023-03-22
1067,StormBear5663,28,CLS-030,225,offline,172029887,2023-05-08
1068,ShadowDragon1824,5,CLS-045,321,online,168404988,2024-10-12
1069,SilentViper3272,40,CLS-028,289,offline,171190757,2024-04-07
1070,CrimsonPhoenix2409,75,CLS-013,175,offline,173801972,2023-11-11
1071,SilentReaper3719,14,CLS-031,436,online,175168518,2024-12-25
1072,MightyFury6689,3,CLS-031,254,offline,184480168,2024-06-29
1073,WildTitan2525,47,CLS-042,263,offline,176534033,2023-12-20
1074,LoneHunter833,50,CLS-042,461,offline,183574318,2024-12-31
1075,MysticBlade4291,54,CLS-027,474,offline,179906204,2024-12-23
1076,WildWolf7150,15,CLS-006,426,online,180290986,2024-10-31
1077,SilentFury721,4,CLS-034,398,online,179725449,2024-06-22
1078,MysticPhoenix8414,22,CLS-047,80,offline,177564408,2021-10-19
1079,SwiftPhoenix2769,13,CLS-019,355,offline,176258377,2024-08-05
1080,ShadowTitan2987,76,CLS-036,337,offline,171190757,2024-11-26
1081,BraveMage3482,99,CLS-026,405,offline,173444796,2024-11-09
1082,SavageRaven4191,13,CLS-042,369,online,174225026,2024-03-17
1083,SwiftSlayer2686,2,CLS-011,338,offline,177906385,2024-11-28
1084,ShadowBlade1490,18,CLS-021,24,offline,176079257,2021-09-08
1085,ShadowPhoenix5384,11,CLS-033,354,offline,184370791,2024-11-05
1086,BraveReaper5508,61,CLS-010,310,offline,177171779,2024-12-07
1087,GhostRaven8175,13,CLS-011,354,online,184051857,2023-12-28
1088,CrimsonBear1373,78,CLS-006,282,offline,174498147,2024-08-27
1089,IronMage1889,49,CLS-023,382,online,168265470,2024-06-21
1090,ShadowHawk1734,2,CLS-013,5,online,174971469,2023-10-31
1091,LoneFury4666,17,CLS-036,266,online,169959534,2024-09-25
1092,IronKnight6950,73,CLS-042,419,offline,169292538,2024-12-24
1093,MysticPhoenix8258,17,CLS-049,268,offline,178682299,2024-12-17
1094,WildSlayer8671,32,CLS-002,73,offline,169597187,2022-12-16
1095,StormKnight895,17,CLS-028,461,offline,183749923,2024-11-07
1096,LoneMage6677,55,CLS-014,487,offline,170509705,2024-12-18
1097,WildTitan9274,4,CLS-036,83,offline,177664321,2024-07-27
1098,DarkPhoenix1493,58,CLS-035,449,offline,171820115,2024-10-21
1099,DarkHawk3834,51,CLS-050,42,offline,169501599,2024-02-23
1100,StormBlade2528,45,CLS-018,142,online,182457372,2023-07-22
1101,MightyDragon9115,49,CLS-040,494,offline,175550607,2024-12-18
1102,BraveRaven4480,12,CLS-042,53,online,168404988,2024-02-14
1103,SwiftTitan4313,21,CLS-047,345,offline,168345648,2024-02-10
1104,LoneKnight4325,11,CLS-037,468,online,177773813,2024-11-17
1105,FrostRaven3344,49,CLS-028,171,online,180655775,2024-09-22
1106,ShadowFury9058,44,CLS-011,243,offline,170832171,2024-03-30
1107,MysticRaven6173,64,CLS-024,336,offline,175858458,2023-11-12
1108,StormSlayer9704,44,CLS-022,56,offline,172144708,2022-07-01
1109,WildHunter2169,17,CLS-008,202,offline,178735659,2024-08-04
1110,FrostHawk6263,9,CLS-002,417,online,180556602,2024-07-04
1111,SavageBear6241,86,CLS-012,45,offline,171785988,2023-08-06
1112,LoneViper861,93,CLS-031,430,offline,175550607,2024-07-14
1113,LoneHawk6433,32,CLS-035,203,offline,175469373,2023-11-30
1114,StormPhoenix8125,11,CLS-040,495,online,180655397,2024-12-27
1115,BraveViper8058,72,CLS-039,237,online,179117022,2023-09-18
1116,BraveWolf8694,17,CLS-006,51,offline,180173631,2022-01-29
1117,CrimsonHawk236,76,CLS-036,85,online,167787554,2021-09-26
1118,SwiftHunter4300,39,CLS-017,467,offline,176106183,2024-11-13
1119,LoneWolf2381,15,CLS-011,291,offline,170601900,2024-08-24
1120,BraveTitan9472,17,CLS-040,327,online,173182562,2024-07-02
1121,IronBear9196,28,CLS-006,218,offline,183778227,2023-03-28
1122,SilentTitan7795,1,CLS-001,218,offline,176258377,2023-03-11
1123,WildWolf4065,38,CLS-037,232,offline,178388765,2023-04-13
1124,BraveReaper9396,56,CLS-016,309,offline,180667882,2023-12-17
1125,MysticViper3433,11,CLS-030,437,offline,175419199,2024-10-29
1126,ShadowBear2288,20,CLS-028,133,offline,179810312,2024-09-03
1127,WildFury6808,67,CLS-027,431,offline,178881749,2024-12-05
1128,BraveHawk2744,28,CLS-002,354,offline,176245996,2024-12-06
1129,SavageTitan5570,16,CLS-007,497,online,174386727,2024-12-31
1130,CrimsonPhoenix7087,5,CLS-050,280,offline,180762969,2024-07-22
1131,BraveHawk7080,28,CLS-047,115,offline,176561767,2023-01-14
1132,GhostTitan1267,16,CLS-017,313,offline,170526996,2024-01-01
1133,MysticViper3746,2,CLS-036,436,online,168861344,2024-08-05
1134,SwiftReaper4049,8,CLS-026,442,online,177622946,2024-11-20
1135,MightyMage5103,9,CLS-007,489,offline,179992602,2024-12-25
1136,WildViper9179,10,CLS-024,14,online,169887352,2023-08-03
1137,LoneHawk1812,6,CLS-040,171,offline,178345770,2023-10-03
1138,FrostHunter7096,12,CLS-033,19,online,179028018,2022-01-20
1139,FrostKnight7750,4,CLS-024,76,offline,181693577,2024-02-08
1140,SwiftRaven209,13,CLS-013,410,online,176895168,2024-11-06
1141,DarkFury2860,73,CLS-020,287,offline,181599534,2024-03-13
1142,FrostTitan3031,43,CLS-013,334,offline,168861344,2024-02-18
1143,SavageBear2639,26,CLS-032,51,offline,176541589,2023-08-11
1144,ShadowMage3037,35,CLS-013,168,online,173801972,2024-10-23
1145,LoneMage2203,11,CLS-017,178,offline,168155628,2023-07-03
1146,SavagePhoenix1576,18,CLS-038,184,online,183479470,2024-03-10
1147,DarkBlade2591,59,CLS-015,494,offline,179510864,2024-12-19
1148,LoneKnight2390,52,CLS-028,21,offline,184112846,2021-12-15
1149,MysticHunter3018,68,CLS-039,294,offline,173274743,2023-07-22
1150,MightyBlade1081,93,CLS-034,288,offline,177564408,2024-09-29
1151,StormViper1648,8,CLS-012,445,offline,170305618,2024-12-31
1152,MightyPhoenix6847,68,CLS-033,287,offline,175686973,2023-07-14
1153,IronViper9936,28,CLS-028,352,offline,180161497,2024-10-22
1154,BraveViper6126,79,CLS-028,198,offline,168668348,2023-10-27
1155,ShadowHawk7725,45,CLS-013,44,offline,171764849,2021-06-09
1156,MysticWolf3539,6,CLS-044,466,online,174454620,2024-11-09
1157,LoneBlade9735,23,CLS-028,306,online,181693577,2024-04-29
1158,IronBlade9232,10,CLS-023,229,online,173118460,2024-08-30
1159,DarkHunter3198,74,CLS-003,58,offline,170083425,2023-08-21
1160,FrostBear458,55,CLS-040,117,online,169034157,2022-04-29
1161,ShadowBear7267,7,CLS-028,7,online,178566456,2023-12-13
1162,SwiftSlayer1537,8,CLS-013,214,offline,172402468,2024-03-21
1163,GhostSlayer6325,26,CLS-011,23,offline,177906385,2024-10-13
1164,FrostFury6719,20,CLS-018,57,offline,178658030,2022-05-31
1165,StormMage7834,16,CLS-006,429,online,172150081,2024-12-09
1166,SavageViper8777,43,CLS-007,259,offline,168859511,2023-10-04
1167,IronBlade3627,43,CLS-021,79,offline,177055466,2024-02-16
1168,SilentWolf9226,19,CLS-019,472,online,169650580,2024-12-10
1169,IronHunter967,66,CLS-024,166,offline,179097011,2022-06-25
1170,WildHawk8652,5,CLS-001,362,online,172477250,2024-03-07
1171,IronBear1322,26,CLS-047,218,offline,171040483,2024-02-24
1172,WildRaven7735,12,CLS-024,60,offline,176895112,2023-01-07
1173,SavagePhoenix3910,8,CLS-020,435,offline,181430862,2024-11-02
1174,ShadowBear9977,41,CLS-023,87,offline,168950101,2022-08-10
1175,SwiftBlade7433,2,CLS-044,500,offline,178364205,2024-12-31
1176,SavageHunter5115,4,CLS-036,42,offline,177536068,2022-01-17
1177,LoneSlayer4952,73,CLS-013,318,offline,178637285,2024-10-25
1178,FrostWolf9165,7,CLS-010,474,online,174328217,2024-11-26
1179,StormTitan5968,75,CLS-041,484,online,176556170,2024-12-06
1180,SwiftMage3455,15,CLS-026,226,offline,178965213,2023-08-20
1181,MysticMage4220,45,CLS-017,352,online,181947012,2024-05-05
1182,FrostTitan5189,6,CLS-003,428,offline,180134592,2024-09-15
1183,SwiftWolf1829,34,CLS-035,20,offline,183366132,2024-03-23
1184,WildRaven5444,11,CLS-037,230,offline,184316721,2024-10-24
1185,ShadowBlade1837,95,CLS-046,43,offline,175858458,2021-08-03
1186,DarkReaper4599,20,CLS-003,457,offline,176324501,2024-11-01
1187,GhostTitan3395,64,CLS-013,101,offline,183574318,2023-09-12
1188,GhostBlade9267,9,CLS-017,214,online,168725995,2024-02-10
1189,SilentFury4346,82,CLS-030,308,online,182269532,2024-05-05
1190,SavageTitan8513,9,CLS-022,377,offline,168861344,2024-06-01
1191,MysticBear842,43,CLS-032,183,offline,172370732,2023-08-07
1192,CrimsonHunter8439,31,CLS-028,482,offline,171675515,2024-12-24
1193,MightyReaper8454,3,CLS-045,1,offline,168861344,2022-08-02
1194,SilentMage6583,96,CLS-044,99,offline,174888212,2023-04-19
1195,SavageMage918,44,CLS-028,423,offline,182838203,2024-10-23
1196,SavageTitan4692,70,CLS-016,308,offline,178658030,2024-05-25
1197,SwiftDragon6568,49,CLS-042,264,offline,170428078,2023-12-05
1198,StormHunter3231,63,CLS-026,33,online,181426047,2024-02-18
1199,CrimsonBear363,37,CLS-024,92,offline,168668348,2024-10-02
1200,LonePhoenix1709,35,CLS-016,320,offline,171566944,2024-01-20
1201,SwiftKnight1789,89,CLS-021,282,online,183502970,2023-06-21
1202,MysticDragon6433,22,CLS-010,88,online,177457260,2024-09-06
1203,WildWolf3425,36,CLS-009,385,offline,178566456,2024-04-17
1204,SavageFury3660,15,CLS-015,269,online,168509700,2024-04-17
1205,GhostRaven9090,62,CLS-036,469,online,183858400,2024-12-01
1206,SilentRaven8630,19,CLS-023,202,offline,177502821,2024-01-23
1207,SavagePhoenix1222,24,CLS-003,338,offline,183307497,2024-06-15
1208,BraveFury1784,40,CLS-038,43,offline,171785988,2023-08-18
1209,ShadowSlayer9972,12,CLS-024,55,offline,183537058,2022-07-24
1210,MysticRaven7093,17,CLS-012,432,offline,169253135,2024-09-07
